# Amharic Name	FULL_NAME	FULL_NAME_ND
	Gaua	Gaua
	Giacua	Giacua
	Giadabele	Giadabele
	Giedabeileh	Giedabeileh
	Dzhadabele	Dzhadabele
	Giadunlei	Giadunlei
	Giaffageh	Giaffageh
	Giaffagiel	Giaffagiel
	Giaffaie	Giaffaie
	Dzhaffaye	Dzhaffaye
	Giafra	Giafra
	Giafra	Giafra
	Monte Giafra	Monte Giafra
	Giaguala	Giaguala
	Giah	Giah
	Giahana Gheorghis	Giahana Gheorghis
	Jahana	Jahana
	Giala	Giala
	Monte Giala	Monte Giala
	Gialdi	Gialdi
	Giale	Giale
	Jale	Jale
	Giama	Giama
	Giamma	Giamma
	Ciamciar	Ciamciar
	Giamciar	Giamciar
	Pentidi	Pentidi
	Giami	Giami
	Giaui	Giaui
	Giamma	Giamma
	Giana	Giana
	Gianagobo	Gianagobo
	Dzhanigobo	Dzhanigobo
	Giancue	Giancue
	Giangero	Giangero
	Giangero	Giangero
	Giangero	Giangero
	Monti Giangero	Monti Giangero
	Gianora	Gianora
	Monte Gianorà	Monte Gianora
	Giapto	Giapto
	Giara	Giara
	Giara	Giara
	Giarsa	Giarsa
	Giarso	Giarso
	Giarti Spring	Giarti Spring
	Giascia	Giascia
	Giato	Giato
	Giaue	Giaue
	Gabat	Gabat
	Gheoa	Gheoa
	Gheva	Gheva
	Ghibba	Ghibba
	Giba‘ī Shet’	Giba`i Shet'
ጊቤ	Gībē	Gibe
	Gībē	Gibe
	Gībē	Gibe
	Fiume Ghibbie di Gimma	Fiume Ghibbie di Gimma
	Ghibie	Ghibie
	Ghibiè di Gimma	Ghibie di Gimma
	Gibbe	Gibbe
	Gībē	Gibe
	Gībē Shet’	Gibe Shet'
	Gumma	Gumma
	Ghibie	Ghibie
	Gībē	Gibe
	Gibe River	Gibe River
ጊቤ ወንዝ	Gībē Wenz	Gibe Wenz
	Great Ghibie	Great Ghibie
	Gībina	Gibina
	Gibir	Gibir
	Mount Gibir	Mount Gibir
	Monte Guiber	Monte Guiber
	Chereb	Chereb
	Mai Chereb	Mai Chereb
	Chereb Zana	Chereb Zana
	Gībīya Shet’	Gibiya Shet'
	Demadegu	Demadegu
ጊቻ ተራራ	Gīcha Terara	Gicha Terara
ጊቺ	Gīch’ī	Gich'i
	Gīch’ī	Gich'i
ጊቹማ	Gīch’uma	Gich'uma
ጊዳ	Gīda	Gida
ጊዳቦ	Gīdabo	Gidabo
	Gīdabo	Gidabo
	Ghidabo	Ghidabo
	Gīdabo Shet’	Gidabo Shet'
	Gīda Bota	Gida Bota
	Gīdachemo Bota	Gidachemo Bota
ጊዳኖ	Ghidano	Ghidano
ጊዳሎ	Gīdalo	Gidalo
ገዳሜ	Gadame	Gadame
	Gadamo	Gadamo
	Ghidami	Ghidami
	Gīdamī	Gidami
ጊዳሜ	Gidamie	Gidamie
ቅዳሜ ገበያ	K’idamē Gebeya	K'idame Gebeya
	Gīdamī Bota	Gidami Bota
	Gīda Shet’	Gida Shet'
	Gid Bota	Gid Bota
	Gidda	Gidda
	Gidda	Gidda
	Gīderajo	Giderajo
	Gīderefej	Giderefej
	Gīdē Shet’	Gide Shet'
	Gīdeya	Gideya
	Gīdeya Shet’	Gideya Shet'
	Gīdēysa Mēda	Gideysa Meda
	Gidib	Gidib
	Gidiba	Gidiba
ጊዲቾ	Gīdīcho	Gidicho
	Gīdīcho Bota	Gidicho Bota
	Isola Ghidicciò	Isola Ghidiccio
ጊዲቾ ደስታ	Gīdīcho Desēt	Gidicho Deset
	Hano	Hano
ጊዲም	Gidim	Gidim
ጊድም	Gidm	Gidm
ጊዶ ቦታ	Gīdo Bota	Gido Bota
ጊዶሌ	Ghidole	Ghidole
	Ghidolie	Ghidolie
ጊዶሌ	Gīdolē	Gidole
ጊዶ ሎላ ሰፈር	Gīdo Lola Sefer	Gido Lola Sefer
	Lota	Lota
	Geleh	Geleh
	Gieleh	Gieleh
	Gifreyē	Gifreye
	Gift Bota	Gift Bota
	Gīfto	Gifto
	Aima	Aima
	Gigra	Gigra
	Jigra	Jigra
	Gijabi	Gijabi
	Gijet	Gijet
	Gījo	Gijo
	Gīlawo	Gilawo
	Ileo	Ileo
	Olea	Olea
	Gilbit’ē	Gilbit'e
	Gil Bota	Gil Bota
	Gīldīma	Gildima
	Gilē	Gile
	Gilēnsor Bota	Gilensor Bota
	Gīlfatu YeTerara Ch’af	Gilfatu YeTerara Ch'af
	Gara Ilfaitu	Gara Ilfaitu
	Gilfu	Gilfu
	Gil Kīdane Mihiret Bēte Kiristyan	Gil Kidane Mihiret Bete Kiristyan
	Gil Kīdane Mihret Bēte Kristīyan	Gil Kidane Mihret Bete Kristiyan
	Gille	Gille
	Gille Plain	Gille Plain
	Gilli	Gilli
	Ghelo	Ghelo
	Ghila	Ghila
	Ghilo	Ghilo
	Gila	Gila
	Gilo River	Gilo River
ጊሎ ወንዝ	Gīlo Wenz	Gilo Wenz
	Jilā	Jila
	Gīltu	Giltu
	Gīlu	Gilu
	Gima	Gima
	Gimata	Gimata
	Gimb	Gimb
ጊማሮ	Gimbaro	Gimbaro
	Gimbas	Gimbas
	Gīmba Shet’	Gimba Shet'
ጊምቢ	Gimbī	Gimbi
	Gembi	Gembi
	Ghimbi	Ghimbi
	Gīmbī	Gimbi
	Gīmbī	Gimbi
ጊምቢ (2)	Gīmbī (2)	Gimbi (2)
	Gīmbī	Gimbi
ጊምቢ (1)	Gīmbī (1)	Gimbi (1)
	Gīmbī	Gimbi
ጊምቢ አውራጃ	Gīmbī Āwraja	Gimbi Awraja
	Gīmbīcho	Gimbicho
ጊምቢቹ	Gimbīchu	Gimbichu
	Gīmbīcho	Gimbicho
	Gīmbīcho Shet’	Gimbicho Shet'
ጊምቦ	Gīmbo	Gimbo
	Gimbora Shet’	Gimbora Shet'
ጊምቡር ወላሌ ሜዳ	Gimbur Welalē Mēda	Gimbur Welale Meda
	Gimderē	Gimdere
	Gimela	Gimela
ጊሚራ	Ghimira	Ghimira
ጊሚራ አውራጃ	Gīmīra Āwraja	Gimira Awraja
ጊምዛ	Gimīza	Gimiza
አገው ግምጃ ቤት	Āgew Gimja Bēt	Agew Gimja Bet
ግምጃ ቤት	Gimja Beit	Gimja Beit
	Gimjabet Mariam	Gimjabet Mariam
ግምጃ ቤት ማርያም	Gimja Bēt Maryam	Gimja Bet Maryam
	Gina	Gina
	Monte Gama	Monte Gama
	Ghenna	Ghenna
	Gina	Gina
	Ghinna	Ghinna
	Ghinna Agher	Ghinna Agher
	Gina Ager	Gina Ager
	Gin Ager	Gin Ager
	Ginara	Ginara
	Gīnch’ī	Ginch'i
	Ginsi	Ginsi
ጊዳ አባ	Gind Āba	Gind Aba
ጊዳ በረት	Gind Berberē	Gind Berbere
	Gindebel	Gindebel
	Ginidebel	Ginidebel
	Ginde Belī	Ginde Beli
	Ghendabarat	Ghendabarat
ጊንደበረት	Ghindeberat	Ghindeberat
	Gindeberet	Gindeberet
	Gīndī Shet’	Gindi Shet'
	Guva	Guva
	Gindī Shet’	Gindi Shet'
	Gīndo	Gindo
	Gīndo	Gindo
	Gīnē	Gine
	Gīnē Shet’	Gine Shet'
	Ghenifalecc	Ghenifalecc
	Ghilifalegn	Ghilifalegn
	Ghiliffalegn Stream	Ghiliffalegn Stream
	Giliffalegn Stream	Giliffalegn Stream
ጊንፊሌ	Ginfile	Ginfile
ጊንፊሌ ምንጭ	Ginifille Stream	Ginifille Stream
	Gīngē	Ginge
ጊንጊሮ	Gingero	Gingero
	Gīngīno Bota	Gingino Bota
	Ginb Washa	Ginb Washa
	Ginib Washa	Ginib Washa
	Ghigner	Ghigner
	Ghiignir	Ghiignir
	Ghimir	Ghimir
	Ghinner	Ghinner
	Ghinnir	Ghinnir
ጊኒር	Gīnīr	Ginir
	Ginnīr	Ginnir
	Gīnīr Bota	Ginir Bota
	Ginnīr Bota	Ginnir Bota
	Ghinnai	Ghinnai
	Ginnai	Ginnai
	Gīno	Gino
	Gīno	Gino
	Giobbi	Giobbi
	Gioc	Gioc
	Giocau	Giocau
	Giouer	Giouer
	Jower	Jower
	Giogi	Giogi
	Jogi	Jogi
	Giogi	Giogi
	Jogi	Jogi
	Giogo	Giogo
	Monti Giogò	Monti Giogo
	Giole	Giole
	Gior	Gior
	Gioro	Gioro
	Gira	Gira
	Gira’āmba Lanch’a	Gira'amba Lanch'a
	Gira Felasē	Gira Felase
	Gira Gowa	Gira Gowa
	Girah Bisuh	Girah Bisuh
	Giram Berom	Giram Berom
	Giram Berom Gīyorgīs Bēte Kristīyan	Giram Berom Giyorgis Bete Kristiyan
	Girame	Girame
	Girame Maryam Bēte Kristīyan	Girame Maryam Bete Kristiyan
	Giram Hora	Giram Hora
	Gīrana	Girana
	Giranch’	Giranch'
ጊራንጫ	Giranch’a	Giranch'a
	Girany Āmba	Girany Amba
	Girany Mēda Mesgīd	Girany Meda Mesgid
ጊራር	Girar	Girar
	Girar	Girar
	Girar	Girar
ጊራራ	Girara	Girara
ጊራር አምባ	Girar Āmba	Girar Amba
	Giraray	Giraray
ጊራር ፊንጫ	Girar Fīnch’a’a	Girar Finch'a'a
ጊራር ፍንጫዋ ፏፏቴ	Girar Fīnch’a’ā Fwafwatē	Girar Finch'a'a Fwafwate
ጊራሬ	Girargē	Girarge
	Girargē	Girarge
ጊራሬ ገብርኤል ቤተ ክርስቲያን	Girargē Gebri’ēl Bēte Kristīyan	Girarge Gebri'el Bete Kristiyan
ጊራሬ ሚካኤል ቤተ ክርስቲያን	Girargē Mīka’ēl Bēte Kristīyan	Girarge Mika'el Bete Kristiyan
ጊራሮ	Giraro	Giraro
	Girar	Girar
	Girar Shet’	Girar Shet'
	Gira Ts’erhī	Gira Ts'erhi
	Girawa	Girawa
	Graua	Graua
ግራዋ	Grawa	Grawa
	Grewa	Grewa
	Gīrēnch’ī	Girench'i
	Gascia	Gascia
	Gireshī	Gireshi
	Gīrgera Shet’	Girgera Shet'
	Girgij	Girgij
	Girgir	Girgir
ጊርጊራ ቦታ	Girgir Bota	Girgir Bota
ጊርጊራ ሚካኤል ቤተ ክርስቲያን	Girgir Mīka’ēl Bēte Kristīyan	Girgir Mika'el Bete Kristiyan
	Gir Hader	Gir Hader
	Gīrī	Giri
	Gīrī K’och’er	Giri K'och'er
	Goggiar	Goggiar
	Malca Girma	Malca Girma
	Melca Girma	Melca Girma
	Girmī	Girmi
	Girmī Mīka’ēl Bēte Kristīyan	Girmi Mika'el Bete Kristiyan
	Gīrmo	Girmo
	Girnīya	Girniya
	Giroslassi	Giroslassi
	Chiesa Giroslassi	Chiesa Giroslassi
	Coreb	Coreb
	Girshit’	Girshit'
	Koreb	Koreb
	Girta Garbahad	Girta Garbahad
	Girta Garbahaol	Girta Garbahaol
	Girta Gulet Scini	Girta Gulet Scini
	Gīru	Giru
	Girura Bota	Girura Bota
	Gis	Gis
ጊሼ	Gishē	Gishe
	Gishē	Gishe
	Abai	Abai
	Abbai	Abbai
	Gesh Abai Michael	Gesh Abai Michael
	Ghisc Abbai	Ghisc Abbai
ጊሼ አባይ	Gish Abay	Gish Abay
	Gishe Ābay	Gishe Abay
	Gshe Abay	Gshe Abay
ሰቀላ	Sekela	Sekela
ሰቀላ ጊሼ አባይ	Sekela Gish Ābay	Sekela Gish Abay
	Gishenīt	Gishenit
	Gishman	Gishman
	Giso	Giso
	Gīt’a	Git'a
	Gītīlo	Gitilo
	Gītīlo (2)	Gitilo (2)
	Gītīlo	Gitilo
	Gītīlo (1)	Gitilo (1)
	Git’o	Git'o
	Gīt’o	Git'o
	Gītun	Gitun
	Giufa Abbasa	Giufa Abbasa
	Gjufta Albasa	Gjufta Albasa
	Gi‘uz Bota	Gi`uz Bota
	Chitu	Chitu
	Ghion	Ghion
	Gion	Gion
ጊዮን	Giyon	Giyon
	Guyon	Guyon
	Ualiso	Ualiso
	Uolisò	Uoliso
ወሊሶ	Waliso	Waliso
	Walliso	Walliso
	Walso	Walso
	Welīso	Weliso
	Welso	Welso
	Woliso	Woliso
	Wolisso	Wolisso
	Wolliso	Wolliso
ጊዮርጊስ	Gīyorgīs	Giyorgis
	Gīyorīs	Giyoris
	Gīyorgīs	Giyorgis
ጊዮርጊስ ቤተ ክርስቲያን	Gīyorgīs Bēte Kristīyan	Giyorgis Bete Kristiyan
	Gīyorgīs Bēte Kristīyan	Giyorgis Bete Kristiyan
	Gīyorgīs Bēte Kristīyan	Giyorgis Bete Kristiyan
	E. Georghis	E. Georghis
	Gīyorgīs Bēte Kristīyan	Giyorgis Bete Kristiyan
	Gīyo Shet’	Giyo Shet'
	Gīyo Shet’	Giyo Shet'
	Gīyo Shet’	Giyo Shet'
	Gisa	Gisa
ጊዛ	Giza	Giza
ጊዘን	Gīzen	Gizen
	Qeissan	Qeissan
ጊዜ ወንዝ	Gizē Wenz	Gize Wenz
	Gizo River	Gizo River
	Glamagaran	Glamagaran
	Gniuir	Gniuir
	Goaleh	Goaleh
	Fiume Goang	Fiume Goang
	Goangh	Goangh
	Go’ā Shet’	Go'a Shet'
	Gob	Gob
ጎባ	Goba	Goba
	Goba	Goba
	Goba	Goba
	Gobbà	Gobba
	Goba	Goba
	Goba	Goba
	Goba	Goba
	Goba	Goba
	Goba	Goba
ጎባቢት	Gobabīt	Gobabit
	Goba Bota	Goba Bota
	Goba Bota	Goba Bota
	Goba’ēto Mēda	Goba'eto Meda
	Goba’i Ch’af	Goba'i Ch'af
	Goba’i YeTerara Ch’af	Goba'i YeTerara Ch'af
	Gobara	Gobara
	Goba Saya Shet’	Goba Saya Shet'
	Gobat’a	Gobat'a
	Gobba	Gobba
	Gobba	Gobba
	Gobbed	Gobbed
	Gobbi Hamer	Gobbi Hamer
	Gobdī Bota	Gobdi Bota
	Ogobdi	Ogobdi
	Gobe	Gobe
	Gobē	Gobe
	Gobē	Gobe
	Gobē	Gobe
	Gobe’ā Terara	Gobe'a Terara
	Gabele	Gabele
	Gobele River	Gobele River
	Gobēlē Wenz	Gobele Wenz
	Gobelli	Gobelli
	Gobele Gudda	Gobele Gudda
	Gobelle	Gobelle
	Goben	Goben
ጎበና	Gobena	Gobena
	Gobena Bota	Gobena Bota
	Gobensa	Gobensa
	Gobentī Shet’	Gobenti Shet'
	Gaborra	Gaborra
	Gobera	Gobera
ጎቤሳ	Gobesa	Gobesa
	Gobēsa	Gobesa
	Gobet’ima	Gobet'ima
ጎቤቶ	Gobetto	Gobetto
	Gobetto	Gobetto
ጎበያ	Gobeya	Gobeya
	Gobeya	Gobeya
	Gobeya	Gobeya
	Gobeya Igzī	Gobeya Igzi
	Gobeya Ygzy	Gobeya Ygzy
	Gobeya Shet’	Gobeya Shet'
	Gobeya Shet’	Gobeya Shet'
	Gobaya	Gobaya
ጎበያ ተክለ ሃይማኖት ቤት ክርስቲያን	Gobeya Tekle Haymanot Bēte Kristīyan	Gobeya Tekle Haymanot Bete Kristiyan
	Gobi	Gobi
	Gobī	Gobi
	Monte Gobigià	Monte Gobigia
	Gobīl	Gobil
	Cobie	Cobie
	Gobeiè	Gobeie
	Gobiyē	Gobiye
	Gobiyo	Gobiyo
	Gobye	Gobye
	Gobeie	Gobeie
	Gobiyē	Gobiye
	Gobīyerē	Gobiyere
	Gobiere	Gobiere
	Goblē Shet’	Goble Shet'
	Gobo	Gobo
	Goboblēy	Gobobley
	Badu	Badu
	Gobo’ēntī	Gobo'enti
	Gobo K’urk’ura	Gobo K'urk'ura
	Gobola	Gobola
	El Gobso	El Gobso
	Cobul	Cobul
	Gobul	Gobul
	Gobu Maryam Bēte Kristīyan	Gobu Maryam Bete Kristiyan
	Gobu Shet’	Gobu Shet'
	Goc	Goc
	Goch	Goch
	Goc	Goc
	Goch	Goch
	Gianggior	Gianggior
	Giangior	Giangior
	Goc Giangior	Goc Giangior
	Cocior	Cocior
	Goch’er	Goch'er
	God	God
ጎዳ	Goda	Goda
	Goda	Goda
	Gooda	Gooda
	Goda	Goda
	Gebel Goda	Gebel Goda
	Goda	Goda
ጎዳ ተራራ	Mount Goda	Mount Goda
ጎዳ ጉዱ	Goda Gudu	Goda Gudu
	Goda	Goda
	Goda Ābamura	Goda Abamura
	Goda Ālbasa Regreg	Goda Albasa Regreg
	Goda Banjura	Goda Banjura
	Godachanu	Godachanu
	Godacianu	Godacianu
	God Adde	God Adde
ጎዳ ጎሮ	Goda Goro	Goda Goro
	Goda Goro Regreg	Goda Goro Regreg
	Godaimisse	Godaimisse
	Godajewē	Godajewe
ጎዳና ሚካኤል	Godana Mīka’ēl	Godana Mika'el
	Godena Michael	Godena Michael
	Godena Mikael	Godena Mikael
	Goduna Michael	Goduna Michael
የጎዳና ሚካኤል	Yegodena Mikael	Yegodena Mikael
ጎዳሬ ፕሬስቤተሪያን ሚሲዮን	Godarē Prēsbaytērīyan Mīsīyon	Godare Presbayteriyan Misiyon
ጎደሬ	Godare	Godare
ጎደሬ ወንዝ	Godarē Wenz	Godare Wenz
	Goda Watīyo	Goda Watiyo
	Gode Watīyo	Gode Watiyo
	Uatio	Uatio
	Goda Watīyo Regreg	Goda Watiyo Regreg
ጎዳ ወርቄ	Goda Werk’ē	Goda Werk'e
ጎዳ ወርቄ አቦ ቤተ ክርስቲያን	Goda Werk’ē Ābo Bēte Kristīyan	Goda Werk'e Abo Bete Kristiyan
	Godaya Shet’	Godaya Shet'
	Gudaia	Gudaia
	God Ber Bota	God Ber Bota
ጎዴ	Godē	Gode
	Godi	Godi
	Godē	Gode
ጎዴ አውራጃ	Godē Āwraja	Gode Awraja
	Godebēro	Godebero
	Gode Bok’ota	Gode Bok'ota
	Gadaburqā	Gadaburqa
	Godaburka	Godaburka
	Godeburk’a	Godeburk'a
	Godoburka	Godoburka
	Gwodaburka	Gwodaburka
	Godech’īch’o	Godech'ich'o
	Godecn’ich’o	Godecn'ich'o
	Gode Korebta	Gode Korebta
	Gedeli	Gedeli
	Godeli	Godeli
	Godenē	Godene
	Goddēr	Godder
	God Dere	God Dere
ጎደሬ	Godere	Godere
ጎዴሳ	Godēsa	Godesa
	Godēsa	Godesa
	Godēso	Godeso
	Godetī	Godeti
ጎዴቲ	Godētī	Godeti
	Godētī	Godeti
	Godētī	Godeti
ጎዴቲ ገብርኤል ቤተ ክርስቲያን	Godetī Gebri’ēl Bēte Kristīyan	Godeti Gebri'el Bete Kristiyan
ጎዴቲ እሳተ ጎሞራ	Godētī Isate Gemora	Godeti Isate Gemora
	Godgwadīt	Godgwadit
	Godi	Godi
	Godiccio	Godiccio
	Godigea	Godigea
	Gordighea	Gordighea
	Godira	Godira
	Godir Aleh	Godir Aleh
	Godīrē	Godire
	Godma Shet’	Godma Shet'
	Godo	Godo
	Godo	Godo
	Godo	Godo
	Goda	Goda
	Godira	Godira
	Godra	Godra
	Godudo	Godudo
	Gaff	Gaff
	Gof	Gof
	Gof	Gof
	Gof	Gof
	El Gof	El Gof
ጎፋ	Gofa	Gofa
ጎፋ (2)	Gofa (2)	Gofa (2)
	Gofa	Gofa
ጎፋ (1)	Gofa (1)	Gofa (1)
	Gofa	Gofa
ጎፋ አውራጃ	Gofa Āwraja	Gofa Awraja
	Gofara	Gofara
	Gofara	Gofara
ጎፈሬ	Goferē	Gofere
	Gof Gof	Gof Gof
	Gofilol	Gofilol
	Goflol	Goflol
	Goforē Shet’	Gofore Shet'
ጎፍቲማ ሚካኤል ቤተ ክርስቲያን	Goft’īma Mīka’ēl Bēte Kristīyan	Goft'ima Mika'el Bete Kristiyan
	Berben Zimma	Berben Zimma
	Berbeti Zimma	Berbeti Zimma
	Goft’īma Sebeka	Goft'ima Sebeka
	Goga Shet’	Goga Shet'
ጎጌቲ 	Gogeita	Gogeita
	Valle Gogeita	Valle Gogeita
	Valle Gogheita	Valle Gogheita
	Gogem Īyesus Bēte Kristīyan	Gogem Iyesus Bete Kristiyan
	Gogēsa Shet’	Gogesa Shet'
ጎጊሳ 	Gogēsa	Gogesa
	Gogēsa Shet’	Gogesa Shet'
ጎጌቲ 	Gogētī	Gogeti
	Gogēytī	Gogeyti
	Godeyti	Godeyti
	Gogēytī Shet’	Gogeyti Shet'
	Gogeytī Shet’	Gogeyti Shet'
	Goggoga	Goggoga
	Gogi	Gogi
	Gogiabe	Gogiabe
	Monte Gugiabe	Monte Gugiabe
ጎጊሌ 	Gogilē	Gogile
	Gogo	Gogo
	Gogo	Gogo
ጎግ	Gog	Gog
	Gogo	Gogo
ጎጎላ 	Gogola	Gogola
	Gogola	Gogola
	Gogola	Gogola
	Gogola Shet’	Gogola Shet'
	Gogolo	Gogolo
	Gogon	Gogon
ጋጎሩ	Gagoru	Gagoru
ጎጎሩ	Gogoru	Gogoru
ጎጎት	Gogot	Gogot
	Jebel Gogot	Jebel Gogot
	Golgot	Golgot
	Gocti	Gocti
	Gogtī	Gogti
	Gogu	Gogu
	Gogul Madoneh	Gogul Madoneh
	Gogul’-Madonekh	Gogul'-Madonekh
ጎሐ	Goha	Goha
	Goha	Goha
	Goha	Goha
	Goharsiyon	Goharsiyon
ጎሐ ጽዮን	Goha Tsion	Goha Tsion
ጎሐ ጽዮን	Goha Ts’iyon	Goha Ts'iyon
ጎሐጽዮን	Gohatsyon	Gohatsyon
ጎሐ ጽዮን ማርያም ቤተ ክርስቲያን	Goha Ts’iyon Maryam Bēte Kristīyan	Goha Ts'iyon Maryam Bete Kristiyan
	Gua Mariam	Gua Mariam
	Gheoa	Gheoa
	Gheva	Gheva
ጎሐ ወንዝ	Goha Wenz	Goha Wenz
	Gohēy	Gohey
	Gokhey	Gokhey
	Gohil	Gohil
	Gohil (2)	Gohil (2)
	Gail	Gail
	Goel	Goel
	Gohil	Gohil
	Gohil (1)	Gohil (1)
	Gohlei	Gohlei
	Uar Gohlei	Uar Gohlei
	Gokhley	Gokhley
	Goholei	Goholei
	Uar Goholei	Uar Goholei
	Gohule	Gohule
	Gokhule	Gokhule
	Goha Shet’	Goha Shet'
	Gohu Shet’	Gohu Shet'
	Goiale	Goiale
	Coibu	Coibu
	Goica	Goica
ጎጃም	Gojam	Gojam
	Goggiam	Goggiam
	Gojam	Gojam
ጎጃም ክፍለ ሀገር	Gojam Kifle Hāger	Gojam Kifle Hager
	Gojjam	Gojjam
	Gojjiam	Gojjiam
	Gwejam	Gwejam
	Gwojjam	Gwojjam
ጎጃም መስጊድ	Gojam Mesgīd	Gojam Mesgid
	Monti Giogò	Monti Giogo
	Goja	Goja
	Goja Hills	Goja Hills
ጎጃ ተራራ	Goja Terara	Goja Terara
	Godzha Terara	Godzha Terara
	Godefò	Godefo
	Gogeb	Gogeb
	Fiume Gogeb	Fiume Gogeb
ጎጀብ	Gojab	Gojab
	Gojeb River	Gojeb River
ጎጀብ ወንዝ	Gojeb Wenz	Gojeb Wenz
	Gwojäb	Gwojab
	Gojema Bota	Gojema Bota
	Geldu	Geldu
ጎጆ	Gojo	Gojo
	Jeldu	Jeldu
	Jeldu Gojo	Jeldu Gojo
ጎል	Gol	Gol
	Gol	Gol
ጎላ	Gola	Gola
	Hocheciò	Hochecio
	Hokecho	Hokecho
	Ocheccio	Ocheccio
	Gola	Gola
	Gola	Gola
	Gola	Gola
	Gola	Gola
ጎላ አቦ ቤተ ክርስቲያን	Gola Ābo Bēte Kristīyan	Gola Abo Bete Kristiyan
	Gola Balchak Shet’	Gola Balchak Shet'
	Gora-Bal’chak-Shet	Gora-Bal'chak-Shet
	Adi Golagòl	Adi Golagol
አዲ ጎላጉል	Adi Goulagul	Adi Goulagul
	Golagol	Golagol
	Gola Hamaysa Shet’	Gola Hamaysa Shet'
	Golajo	Golajo
ጎላ ማርያም ቤተ ክርስቲያን	Gola Maryam Bēte Kristīyan	Gola Maryam Bete Kristiyan
	Golb	Golb
	Golba Kalo	Golba Kalo
	Golba Mīka’ēl Bēte Kristīyan	Golba Mika'el Bete Kristiyan
ጎልቤ	Golbē	Golbe
ጎልቤቲ	Golbiti	Golbiti
ጎልቦ	Golbo	Golbo
	Golboda	Golboda
ጎልቦ ሐይቅ	Golbo Hāyk’	Golbo Hayk'
ጎልዳ	Golda	Golda
	Golda	Golda
	Golder	Golder
	Goldya	Goldya
	Gole Āwo	Gole Awo
	Gole Āwo Bota	Gole Awo Bota
	Gole Goha Shet’	Gole Goha Shet'
	Gole Gokha Shet	Gole Gokha Shet
	Golehīt’o	Golehit'o
	Golei Uaga	Golei Uaga
	Golek’ēha	Golek'eha
	Golelē	Golele
	Golelē	Golele
	Embertera	Embertera
	Golelē	Golele
ጎለንቻ	Golelench’a	Golelench'a
	Golelench’a	Golelench'a
	Gobeli	Gobeli
	Gobelli	Gobelli
	Golelola	Golelola
	Gole Sēla Shet’	Gole Sela Shet'
	Golesha	Golesha
	Goldu	Goldu
	Golgio	Golgio
	Golgoda	Golgoda
	Golgol	Golgol
	Golgol	Golgol
	Golgola	Golgola
	Golgolo	Golgolo
	Golgudari	Golgudari
	Golaà	Golaa
	Golao	Golao
	Goli’ā	Goli'a
	Guala	Guala
ጎሊማ	Golīma	Golima
ጎሊማ ወንዝ	Golīma Wenz	Golima Wenz
	Zebul Uenz	Zebul Uenz
	Rio Zobùl Uens	Rio Zobul Uens
	Golīya Medhanē ‘Alem Bēte Kristīyan	Goliya Medhane `Alem Bete Kristiyan
	Golīya Shet’	Goliya Shet'
ጎልጃ	Golja	Golja
ጎልጄ ጊዮርጊስ ቤተ ክርስቲያን	Goljē Gīyorgīs Bēte Kristīyan	Golje Giyorgis Bete Kristiyan
	Gol Jībrīl Shet’	Gol Jibril Shet'
	Gol’-Dzhibril’-Shet	Gol'-Dzhibril'-Shet
	Goljīnī	Goljini
	Gol’dzhini	Gol'dzhini
	Golla	Golla
	Alnasa	Alnasa
	Armat	Armat
	Golima Fiume	Golima Fiume
	Gollena	Gollena
	Gol Madohe	Gol Madohe
	Gul Madoba	Gul Madoba
	Mokkorrey	Mokkorrey
	Golo	Golo
	Las Golol	Las Golol
	Gelolcha	Gelolcha
ጐሎልቻ	Gololcha	Gololcha
	Gololcia	Gololcia
	Gololcha	Gololcha
	Gololcha	Gololcha
	Golocha	Golocha
	Gololcha	Gololcha
	Golel’cha	Golel'cha
	Gololcha Bota	Gololcha Bota
	Gololcha Bota	Gololcha Bota
	Gololcha Bota	Gololcha Bota
	Gololcha Shet’	Gololcha Shet'
	Ghololcià	Ghololcia
	Gololcha Shet’	Gololcha Shet'
	Gololcia	Gololcia
	Gololcha Shet’	Gololcha Shet'
	Golel’cha-Shet	Golel'cha-Shet
	Gololē	Golole
	Gololē	Golole
	Gololē	Golole
	Gololē	Golole
	Gololē	Golole
	Gololē	Golole
	Gololē	Golole
	Gololē	Golole
	Gololē	Golole
	Gololē	Golole
	Gelolè	Gelole
	Gololē	Golole
	Gololē Sengota	Golole Sengota
	Golelē	Golele
	Gololē Shet’	Golole Shet'
	Golonco	Golonco
	Golongol	Golongol
ጎሎ ኦዳ	Golo Oda	Golo Oda
	Uareris	Uareris
	Uarreris	Uarreris
	Golorot	Golorot
	Golosawē	Golosawe
	Golosauo	Golosauo
	Golo Shet’	Golo Shet'
ኡርጌሳ	Uorghesa	Uorghesa
	Wirgesa	Wirgesa
	Gom	Gom
ጎማ	Goma	Goma
	Goma Bota	Goma Bota
	Gomma	Gomma
	Gomahālo	Gomahalo
	Gomakhalo	Gomakhalo
	Gomahālo	Gomahalo
	Gom Halo	Gom Halo
	Goma‘itu	Goma`itu
	Gomalī	Gomali
	Gomalī Bed Regreg	Gomali Bed Regreg
	Gomari	Gomari
	Gombar Mīka’ēl Bēte Kristīyan	Gombar Mika'el Bete Kristiyan
	Gombī	Gombi
	Gombi Ombi	Gombi Ombi
	Camu	Camu
	Ciami	Ciami
	Gombo	Gombo
	Gombo	Gombo
	Gombo	Gombo
	Colle di Gombo	Colle di Gombo
