#Amharic Name	Name Type	Alternate Spelling
ፈቅ ይበሉ	Unknown	
ፈተና	Other	
ፈቲሂ	Male	
ፈቲያ	Female	
ፈታይ	Other	
ፈትለ	Female	
ፈትለወርቅ	Female	
ፈትል	Other	
ፈንታሌ	Other	
ፈንቴ	Male	
ፈንቴሳ	Other	
ፈንዜ	Other	
ፈንደለሌ	Other	
ፈንጋይ	Other	
ፈንጠዝያ	Other	
ፈንጣጣ	Other	
ፈዋሽ	Other	
ፈይሳ	Male	
ፈዲስ	Don't Know	
ፈድሉ	Male	
ፈጀቦ	Don't Know	
ፈጋራ	Other	
ፈጠነ	Other	
ፈጠጋር	Other	
ፈጣሪ	Other	
ፈጣን	Other	
ፈጫይ	Other	
ፈፋ	Other	
ፉርካሳ	Unknown	
ፉቅራ	Other	
ፉትቦል	Other	
ፉኝት	Other	
ፉካ	Other	
ፉጋ	Other	
ፉጨት	Other	
ፊሊጶስ	Male	
ፊሊፖ	Don't Know	
ፊልጶስ	Male	
ፊልጾስ	Male	
ፊሽካ	Other	
ፊቅ	Other	
ፊቅጦር	Don't Know	
ፊታውራሪ	Other	
ፊቼ	Other	
ፊች	Unknown	
ፊና	Other	
ፊንጨአ	Don't Know	
ፊኛ	Other	
ፊደሉ	Other	
ፊደል	Other	
ፊዳ	Male	
ፋሪስ	Male	
ፋሮ	Other	
ፋሲለደስ	Place	
ፋሲል	Male	
ፋሲካ	Both	
ፋስ	Other	
ፋሶሊያ	Other	
ፋሻ	Other	
ፋሽሽታዊ	Other	
ፋሽሽት	Other	
ፋቂ	Other	
ፋብሪካ	Company	
ፋብሪካዎች	Company	
ፋታ	Other	
ፋኑስ	Don't Know	
ፋኑኤል	Male	
ፋና	Female	
ፋናነሽ	Female	
ፋናዬ	Female	
ፋንቱ	Both	
ፋንታ	Male	
ፋንታነሽ	Female	
ፋንታ ሁን	Male	
ፋንታዬ	Both	
ፋንታይ	Male	
ፋንድያ	Other	
ፋኖ	Other	
ፋኖሴ	Female	
ፋኖስ	Female	
ፋይዳ	Other	
ፋጉሎ	Other	
ፋጡማ	Female	
ፋጢማ	Female	
ፋጤ	Female	
ፋፋ	Other	
ፌሮ	Other	
ፌሽታ	Other	
ፌቆ	Don't Know	
ፌንጣ	Other	
ፌጦ	Other	
ፍላቴ	Other	
ፍላጐት	Both	
ፍላጻ	Other	
ፍላጽ	Other	
ፍል	Other	
ፍልሚያ	Other	
ፍልሰታ	Other	
ፍልስጥኤም	Other	
ፍልስፍና	Other	
ፍልቅልቅ	Other	
ፍልፈል	Other	
ፍልፍሉ	Other	
ፍልፍሏ	Female	
ፍሎራን	Male	foreign name
ፍሩሽካ	Other	
ፍሪዳ	Other	
ፍራሽ	Other	
ፍራቻ	Other	
ፍራፍሬ	Other	
ፍሬ	Other	
ፍሬሕይወት	Both	
ፍሬዘውድ	Both	
ፍሬሰናይ	Male	
ፍሬሰንበት	Male	
ፍሬእዝጊ	Male	
ፍሬወይኒ	Female	
ፍሬምናጦስ	Don't Know	
ፍሬር	Don't Know	
ፍሬአማ	Other	
ፍሬው	Male	
ፍርሃት	Other	
ፍርምባ	Other	
ፍርንትት	Don't Know	
ፍርንዱስ	Other	
ፍርኩታ	Don't Know	
ፍርክርክ	Other	
ፍርዱ	Male	
ፍርድ	Other	
ፍርጃ	Other	
ፍርፋሪ	Other	
ፍስሀ	Male	ፍስሐ
ፍስሀዬ	Male	
ፍስሐ	Male	
ፍስሐዬ	Male	
ፍስክ	Other	
ፍቃደ	Male	
ፍቃዱ	Male	
ፍቅረ	Male	
ፍቅረማርያም	Male	
ፍቅረስላሴ	Male	
ፍቅሩ	Male	
ፍቅሬ	Male	
ፍቅር	Both	
ፍቅርተ	Female	
ፍቱን	Other	
ፍታዬ	Don't Know	
ፍትሀ	Other	
ፍትሀት	Other	
ፍትህ	Other	
ፍትወት	Other	
ፍትዊ	Male	
ፍትፍት	Other	
ፍቼ	Place	
ፍች	Other	
ፍናጅ	Other	
ፍናፍንት	Other	
ፍንዳታ	Other	
ፍንጃል	Other	
ፍንጢጣ	Other	
ፍንጣሪ	Other	
ፍንጥር	Other	
ፍንጭት	Other	
ፍንፍኔ	Other	
ፍኖተ ሰላም	Place	
ፍየል	Other	
ፍዳ	Other	
ፍጅት	Other	
ፍጆታ	Other	
ፍግ	Other	
ፍጡር	Other	
ፍጥምጥም	Other	
ፍጥረታት	Other	
ፍጥረት	Other	
ፍጥነት	Other	
ፍጹም	Both	ፍፁም
ፍጻሜ	Other	
ፍጽም	Male	
ፍጽምብርሃን	Male	
ፎሌ	Other	
ፎቃቃ	Other	
ፎቅ	Other	
ፎናና	Other	
ፎከታም	Other	
ፎኩ	Don't Know	
ፎዬ	Don't Know	
ፎገራ	Place	
ፎጣ	Other	
ፏፏቴ	Other	
ፏፏቴ 	Other	
ፓርላሜንት	Government	
ፓስተኛ	Other	
ፕላን	Other	
ፖሊስ	Other	
ፖስታ	Other	
