#Amharic Name	Name Type	Alternate Spelling
ወጋየሁ	Male	
ወጋገራ	Other	
ወጋግራ	Unknown	
ወጌላዊ	Other	
ወጌሻ	Other	
ወግ	Other	
ወግ አራቂ	Unknown	
ወግ አየሁ	Male	
ወግ አጥባቂ	Unknown	
ወግ ደረሰኝ	Male	
ወግ ደረስ	Male	
ወግ ዳር	Unknown	
ወግሊያ	Other	
ወግደረስ	Male	
ወግዴ	Other	
ወጠጤ	Other	
ወጣት	Other	
ወጣቶች	Other	
ወጥ	Other	
ወጥመድ	Other	
ወጨፎ	Other	
ወጭት	Other	
ወፈፌ	Other	
ወፈፍተኛ	Other	
ወፍ	Other	
ወፍ አንቁር	Unknown	
ወፍላ	Other	
ወፍራም	Other	
ወፍጮ	Other	
ውልታ	Female	
ዊልያም	Male	foreign name
ዋህድ	Male	
ዋለሉ	Other	
ዋለልኝ	Female	
ዋሉ	Male	
ዋልታ	Other	
ዋልተንጉስ	Male	
ዋልያ	Other	
ዋልድባ	Other	
ዋልጋ	Other	
ዋልጌ	Other	
ዋሚ	Male	
ዋምራ	Other	
ዋርሳ	Other	
ዋርካ	Other	
ዋርዳ	Other	
ዋርዴ	Other	
ዋሱ	Male	
ዋሴ	Male	
ዋስ	Male	
ዋስ ይሁን	Male	ዋሲሁን
ዋስትና	Other	
ዋሻ	Other	
ዋሽንት	Other	
ዋቃ	Other	
ዋቀዮ	Male	
ዋቃ	Male	
ዋቄ	Male	
ዋቅ ጂራ	Unknown	
ዋቅ ጅራ	Male	
ዋቅቶላ	Male	
ዋቆ	Male	
ዋቢ ሸበሌ	Place	
ዋቢላ	Male	
ዋቤላ	Other	
ዋቶ አደር	Unknown	
ዋና	Other	
ዋኔ	Other	
ዋንዛ	Other	
ዋንጫ	Other	
ዋኩማ	Male	
ዋኬኔ	Male	
ዋዜማ	Male	
ዋዠራ	Other	
ዋይታ	Other	
ዋድላ	Other	
ዋድያት	Other	
ዋጃ	Other	
ዋጅራት	Other	
ዋገምት	Other	
ዋጋው	Male	
ዋጋሽ	Female	
ዋጋዬ	Both	
ዋግ	Other	
ዋግነው	Male	
ዋግ ሹም	Unknown	
ዋጮ	Other	
ውሂብ	Male	
ውሂበስላሴ	Male	
ውሃ	Other	
ውሃ ገብ	Unknown	
ውህደት	Other	
ውለታ	Male	
ውለታው	Male	
ውላጅ	Other	
ውል	Other	
ውልብልቢት	Other	
ውራጅ	Other	
ውርማ	Other	
ውርርድ	Other	
ውርስ	Other	
ውርንጫ	Other	
ውርንጭላ	Other	
ውርዴ	Other	
ውርጅብኝ	Unknown	
ውርጋጥ	Other	
ውርጌሳ	Other	
ውሳኔ	Other	
ውሳጣዊ	Other	
ውስብስብ	Other	
ውስጣዊ	Unknown	
ውስጥ	Other	
ውሻ	Other	
ውሻል	Other	
ውሽማ	Other	
ውሽንፍር	Other	
ውቂያ	Other	
ውቃቢ	Other	
ውቃው	Other	
ውቅራት	Other	
ውቅሮ	Other	
ውቅያኖስ	Other	
ውበቴ	Female	
ውበት	Male	
ውቢቱ	Female	
ውቢት	Female	
ውባለ	Male	
ውባለሰው	Male	
ውባለች	Female	
ውባየሁ	Both	
ውብ	Male	
ውብ ሻው	Unknown	
ውብ ታዬ	Unknown	
ውብ ነህ	Male	
ውብ ነሽ	Female	
ውብ አለ	Unknown	
ውብ አለ ሰው	Unknown	
ውብ እሽት	Male	ውብሸት
ውብ ርስት	Male	
ውብ አንተ	Male	
ውብ አዲስ	Both	
ውብ አለም	Both	
ውብ እጅግ	Both	
ውብታዬ	Female	
ውቤ	Both	
ውትድርና	Other	
ውንደ ላጤ	Unknown	
ውዝፍ	Other	
ውዠንብር	Unknown	
ውይይት	Other	
ውዲቱ	Other	
ውዳሴ	Both	
ውዳቂ	Male	
ውዴ	Both	
ውዴታ	Other	
ውድ	Male	
ውድ ነህ	Male	
ውድ ነሽ	Female	
ውድማ	Male	
ውድቀት	Male	
ውድቅት	Other	
ውድነህ	Male	
ውድድር	Other	
ውጅራ	Male	
ውገያ	Other	
ውጉዘ	Unknown	
ውጉዝ	Other	
ውጊያ	Unknown	
ውጋት	Other	
ውጋጋን	Other	
ውጣ ውረድ	Other	
ውጤት	Other	
ውጥረት	Other	
ውጥንቅጥ	Other	
ውጫሌ	Other	
ውጭ	Other	
ዎለንኮሚ	Other	
ዎርዶፋ	Male	
ዎሮታ	Other	
ዎታንጐ	Other	
ዐምደ	Male	
ዐስራተ	Male	
ዐይነ	Other	
ዑስማን	Male	
ዑቅበአብ	Male	
ዑቅባይ	Male	
ዓለመስላሴ	Male	
ዓለሙ	Male	
ዓለሚቱ	Female	
ዓለማየሁ	Male	
ዓለሜ	Both	
ዓለም	Both	
ዓለምሰገድ	Male	
ዓለምሸዋ	Both	
ዓለምነህ	Male	
ዓለምነሽ	Female	
ዓለምእሸት	Both	
ዓለምዘውድ	Both	
ዓለምፀሐይ	Both	
ዓይናለም	Female	
ዓይንአዲስ	Female	
ዓይንአበባ	Female	
ዓሊ	Male	
ዓምደ	Male	
ዓንዶም	Male	
ዕቁባ	Other	
ዕቁበሚካኤል	Male	
ዕቁበማርያም	Male	
ዕቁበስላሴ	Male	
ዕቁበብርሃን	Male	
ዕቁበእዝጊ	Male	
ዕቁበጽዮን	Male	
ዕቁባይ	Male	
ዕንቁ	Male	
ዕንቁሐዋርያት	Male	
ዕንቁስላሴ	Male	
ዕንቁባሕሪ	Male	
ዕውራን	Other	
ዘሃራ	Female	
ዘለለ	Male	
ዘለለው	Male	
ዘለላ	Female	
ዘለሰኛ	Male	
ዘለስ	Other	
ዘለስኛ	Unknown	
ዘለቀ	Male	
ዘለቃ	Female	
ዘለቃሽ	Female	
ዘለቄታ	Other	
ዘለበት	Other	
ዘለኣለማዊ	Other	
ዘለኣለም	Both	
ዘለፋ	Other	
ዘላቂ	Other	
ዘላን	Other	
ዘሌዋውያን	Other	
ዘሔቦ	Other	
ዘመሚት	Other	
ዘመነ	Male	
ዘመናዊ	Other	
ዘመን	Other	
ዘመንፈስ	Male	
ዘመዱ	Other	
ዘመድ	Other	
ዘመድ ሁን	Other	
ዘመድ ኩን	Other	
ዘሙ	Unknown	
ዘሙይ	Male	
ዘሚካኤል	Male	
ዘማ	Other	
ዘማኑኤል	Unknown	
ዘማዊ	Other	
ዘሜ	Other	
ዘምባባ	Male	
ዘምዘም	Female	
ዘረ	Other	
ዘረእዝጊ	Male	
ዘረሰናይ	Male	
ዘረኛ	Other	
ዘረኛነት	Other	
ዘረፉ	Female	
ዘሩ	Male	
ዘሩባቤል	Other	
ዘሩፋኤል	Male	
ዘሪሁን	Male	ዘሪይሁን
ዘሪሁይን	Male	
ዘሪይሁን	Male	
ዘሪቱ	Female	
ዘራፌ	Other	
ዘር	Other	
ዘር ትሁን	Female	
ዘር አብሩክ	Male	
ዘር ይሁን	Male	
ዘርአ ብርክ	Unknown	
ዘርአ የእቆብ	Male	
ዘርአ ያእቆብ	Male	
ዘርአይ	Male	
ዘርኡ	Male	
ዘርኣም	Other	
ዘርእ ሰናይ	Male	
ዘርኦም	Male	
ዘርጊ	Unknown	
ዘርጋው	Male	
ዘርፈሸዋል	Female	
ዘርፉ	Male	
ዘርፌ	Female	
ዘርፍ	Male	
ዘርፍ ነሽ	Female	
ዘቃቅቤ	Other	
ዘበርጋ	Male	
ዘበት	Other	
ዘበናይ	Female	
ዘበኛ	Other	
ዘቢባ	Female	
ዘቢብ	Female	
ዘቢዳ	Female	
ዘብ	Other	
ዘብ ይደሩ	Female	
ዘብዴዎስ	Male	
ዘብጥ	Other	
ዘብጥያ	Other	
ዘነበ	Male	
ዘነበወርቅ	Both	
ዘነበች	Female	
ዘነብ	Female	
ዘንቢል	Other	
ዘንባባ	Both	
ዘንካታ	Other	
ዘንዘራ	Other	
ዘንድሮ	Other	
ዘንጋዳ	Other	
ዘንግ	Other	
ዘአማኒኤል	Female	
ዘአብ	Other	
ዘኢትዮጵያ	Other	
ዘኪሮስ	Male	
ዘካሪያስ	Male	
ዘካርያስ	Male	ዘካሪያስ
ዘኬ	Male	
ዘኬዎስ	Male	
ዘወልዴ	Male	
ዘወርዋራ	Both	
ዘወንጌል	Male	
ዘዋሪ	Other	
ዘውልዴ	Male	
ዘውደኛ	Other	
ዘውዱ	Male	
ዘውዲ	Female	
ዘውዲቱ	Female	
ዘውዳዊ	Other	
ዘውዴ	Both	
ዘውድ	Male	
ዘውድ ነህ	Male	
ዘውድ ነሽ	Female	
ዘውድነሽ	Female	
ዘውገ	Male	
ዘየደች	Other	
ዘዬ	Other	
ዘይላ	Other	
ዘይቤ	Other	
ዘይቱን	Female	
ዘይት	Other	
ዘይነባ	Female	
ዘይነብ	Female	
ዘይኑ	Female	
ዘይን	Other	
ዘይዳን	Other	
ዘዴኛ	Other	
ዘድንግል	Other	
ዘገብርኤል	Male	
ዘገየ	Male	
ዘገየሁ	Other	
ዘገዩ	Other	
ዘገዬ	Male	
ዘገዬሁ	Unknown	
ዘጊዮርጊስ	Male	
ዘጠና	Other	
ዘጠኘኛ	Unknown	
ዘጠኝ	Other	
ዘጠኝኛ	Other	
ዘፈሩ	Other	
ዘፈን	Other	
ዘፋኝ	Other	
ዙረት	Other	
ዙሪያሽ	Female	
ዙሪያሽወርቅ	Female	
ዙበር	Male	
ዙብይዳ	Female	
ዙቤዳ	Female	
ዙፋን	Female	
ዚቅ	Other	
ዚነቱ	Female	
ዛህራ	Female	
ዛላ	Other	
ዛሬ	Other	
ዛር	Other	
ዛቢር	Other	
ዛቢያ	Other	
ዛብሎን	Other	
ዛብሽ	Other	
ዛቻ	Other	
ዛኒጋባ	Other	
ዛንጀሮ	Other	
ዛኪር	Other	
ዛይኑ	Other	
ዛይድ	Male	
ዛይዳ	Female	
ዛፉ	Male	
ዛዲግ	Male	
ዛጐል	Other	
ዜና	Male	
ዜናማርቆስ	Male	
ዜናዊት	Female	
ዜናሽወርቅ	Female	
ዜናዊ	Male	
ዜናነህ	Male	
ዜጋ	Male	
ዜግነት	Government	
ዝሆኔ	Other	
ዝሆን	Other	
ዝልል	Other	
ዝልግልግ	Other	
ዝሙተኛ	Other	
ዝሙት	Other	
ዝሚሩ	Other	
ዝማሜ	Male	
ዝማም	Female	
ዝማምነሽ	Female	
ዝማሬ	Male	
ዝምብ	Male	
ዝምተኛ	Other	
ዝምታ	Both	
ዝምታወርቅ	Both	
ዝምድና	Other	
ዝርያ	Other	
ዝርግ	Other	
ዝርግፍ	Other	
ዝርፊያ	Other	
ዝርፍጥ	Other	
ዝቃጭ	Other	
ዝቅ አርጋቸው	Other	
ዝቅ አርጋችው	Other	
ዝቅተኛ	Other	
ዝቅዝቅ	Other	
ዝባዝንኬ	Other	
ዝባድ	Other	
ዝብርቅርቅ	Other	
ዝብድይ	Unknown	
ዝተት	Unknown	
ዝና	Male	
ዝናህ	Male	
ዝናር	Other	
ዝናሽ	Female	
ዝናሽወርቅ	Female	
ዝናሽብዙ	Female	
ዝናቡ	Male	
ዝናብ	Other	
ዝንባሌ	Other	
ዝንብ	Other	
ዝንብሌ	Other	
ዝንጀሮ	Other	
ዝንጅሮ	Unknown	
ዝንጉ	Other	
ዝንጉርጉር	Other	
ዝክሩፋ	Don't Know	
ዝክር	Other	
ዝዋይ	Place	
ዝውውር	Other	
ዝይ	Other	
ዝይን	Other	
ዝገት	Other	
ዝግባ	Other	
ዝግታ	Other	
ዝግን	Other	
ዝግጅት	Other	
ዞማ	Female	
ዞብል	Other	
ዞጲ	Other	
ዣን	Other	
ዥግራ	Other	
የሁለተኛው	Other	
የሁሉም	Other	
የሃንሱ	Don't Know	
የህዝብ	Other	የሕዝብ
የለሽ	Other	
የልፍኝ	Both	
የሎስ	Other	
የሐረርጌ	Other	
የሕዝብ	Other	
የሕፃናት	Other	
የመርሐ	Other	
የመስቀል ወፍ	Other	
የመተባበር	Other	
የመንበረ	Other	
የመንዝወርቅ	Female	
የመጽሐፍ	Other	
የማር እሸት	Both	
የማታ	Other	
የማታወርቅ	Both	
የማነ	Male	
የማነህ	Male	
የማነብርሃን	Male	
የሜዳ አህያ	Other	
የምሩ	Male	
የምስራቅ	Other	
የምስራች	Both	
የምሻው	Male	
የምወድሽ	Female	
የምድር	Other	
የሥራ	Other	
የሥጋት	Other	
የረር	Other	
የሩቅ	Female	
የራስወርቅ	Female	
የሮም	Female	
የሮም ነሽ	Female	
የሮም ንሽ	Unknown	
የሰራዊተ	Other	
የሰውልክ	Other	
የሱ	Other	
የሱሳዊት	Female	
የሱስ	Male	
የሱፍ	Other	
የስጋት	Other	የሥጋት
የስፖርት	Other	
የሸዋ ልኡል	Female	
የሸዋ መብራት	Female	
የሹሜ	Other	
የሹም ነሽ	Female	
የሺ	Female	
የሺመቤት	Female	
የሻረግ	Female	
የሻሸ ወርቅ	Female	
የሻነህ	Male	
የሻነው	Male	
የሻው	Male	
የሽዋሃረግ	Female	
የሽዋራስ	Female	
የሽዋብርሃን	Both	
የሽዋወርቅ	Female	
የሽዋዘርፍ	Female	
የሽዋዘውድ	Both	
የሽዋጌጥ	Female	
የሽዋፀሐይ	Both	
የሽዋ ልኡል	Female	
የሽዋ መብራት	Female	
የሺወርቅ	Both	
የሺጥላ	Male	
የሺጌታ	Male	
የቀኃይለ	Don't Know	
የቃለ	Other	
የቅዱስ	Other	
የበላይ	Other	
የበላይነት	Other	
የበታች	Other	
የበታችነት	Other	
የቡ	Other	
የባሕር	Other	
የቤተ	Other	
የብስ	Other	
የተመኝ	Female	
የተምሮ	Other	
የተሻ	Other	
የተሻ 	Unknown	
የተሻው	Other	
የተባበሩት	Other	
የትም	Female	
የትምወርቅ	Female	
የትናየት	Both	
የትምህርት	Other	
የኃላ	Other	
የኋላ	Male	
የኋላእሸት	Male	
የኔ	Other	
የኔ ሰው	Male	
የኔ ነህ	Male	
የኔ ነሽ	Female	
የኔወርቅ	Female	
የኔ ፋንታ	Male	
የንብረት	Other	
የንጉሠ	Other	
የአለም	Other	
የአምስት	Other	
የአረኪዎሎጂ	Other	
የአክሲዮን	Other	
የኢትዮጵያ	Other	
የኣለም	Other	የአለም
የኤርትራ	Other	
የእሑድ	Other	
የእስላም	Other	
የከሳቴ	Other	
የካ	Other	
የካቲት	Other	
የክብር	Other	
የወርቅ ውሃ	Female	
የወንድ ወሰን	Male	
የወንጌል	Both	
የወይን እሸት	Female	
የወይዘሮ	Other	
የወዲያ ነሽ	Female	
የወግ ነሽ	Female	
የወጣቶች	Other	
የዋህ	Other	
የውሃ ሽታ	Other	
የውል ሰው	Other	
የውብ ዳር	Both	
የውነቱ	Male	
የውነቴ	Other	
የዛሬይቱ	Other	
የደም ገንቦ	Other	
የደቴ	Unknown	
የዱር አራዊት	Other	
የዳግማዊ	Other	
የገዝ መደብ	Unknown	
የገዥ መዳብ	Government	
የገደል ማሚቶ	Other	
የገድል ማሚቶ	Unknown	
የጋራ	Other	
የጋርዮሽ	Other	
የግል	Other	
የግልነሽ	Female	
የግሎበ	Other	
የግርማዊ	Other	
የጡት ልጅ	Other	
የጥጥ	Other	
የጦር	Other	
የጭን ገረድ	Other	
የፈረስ	Other	
የፈረንሳይ	Other	
የፊጥኝ	Other	
የፍትሐ	Other	
የፕብሊክ	Don't Know	
ዩሱፍ	Male	
ዩኒቨርስቲ	Other	
ያህያ	Male	
ያለም	Both	
ያለምብርሃን	Both	
ያለምመብራት	Both	
ያለምእሸት	Both	
ያለምወርቅ	Both	
ያለው	Other	
ያልጋ ነሽ	Unknown	
ያመ ነሽ	Female	
ያመነሽ	Female	
ያምሮት	Female	
ያምሮቴ	Female	
ያረጋል	Male	
ያሬድ	Male	
ያሲን	Male	
ያስችለዋል	Other	
ያኑስ	Male	
ያኒ	Male	
ያኔ	Other	
ያንጥፉ	Female	
ያእቆብ	Male	ያዕቆብ
ያዕቆብ	Male	
ያዘው	Other	
ያየህ ይራድ	Male	
ያየሽ	Female	
ያዩ	Female	
ያይኔ አበባ	Female	
ያይን ኣለም	Female	
ያይንሸት	Female	
ያደታ	Male	
ያደግድጉ	Other	
ያጅቡሻል	Female	
ያገር	Other	
ያግብአ	Other	
ያፌት	Male	
ይሁን	Male	
ይሁኔ	Male	
ይሁዲ	Other	
ይሁዳ	Other	
ይሄይስ	Male	ይኄይስ
ይህ	Other	
ይህች	Other	
ይህደጋ	Other	
ይህደጐ	Male	
ይለፍ	Other	
ይሉኝታ	Other	
ይላላ	Other	
ይላቅ	Male	
ይላኩ	Other	
ይልማ	Male	
ይመር	Male	
ይመስገን	Male	
ይመችሻል	Other	
ይመኑ	Male	
ይመኔ	Male	
ይመኙሻል	Female	
ይማሙ	Male	
ይማም	Male	
ይማር	Other	
ይምርሃነ	Other	
ይምታቱ	Other	
ይምአታ	Other	
ይራድ	Male	
ይርሳው	Other	
ይርዳው	Male	
ይርገዱ	Male	
ይርጉ	Male	
ይርጋ	Male	
ይርጋ አለም	Male	
ይርጋ ኣለም	Place	
ይርጋ ጨፌ	Place	
ይስሀቅ	Male	ይስሐቅ
ይስሐቅ	Male	
ይስሙ	Other	
ይስሙላ	Other	
ይስማ	Male	
ይስማሸዋ	Male	
ይስማው	Other	
ይስገዱ	Other	
ይስፋ ወሰን	Unknown	
ይሻሙ	Other	
ይሻሙሽ	Other	
ይበርታ	Other	
ይበሳ	Other	
ይቤቶ	Other	
ይብርሁ	Other	
ይብሳ	Male	
ይብዛ	Other	
ይታክቱ	Other	
ይታየው	Male	
ይታገሱ	Male	
ይታይሽ	Female	
ይታጠቁ	Male	
ይትረፍ	Male	
ይትባረክ	Male	
ይኄይስ	Male	
ይነሱ	Other	
ይንሱ	Other	
ይንደጎ	Other	
ይኩኖ	Male	
ይኩኖአምላክ	Male	
ይኼይስ	Male	
ይዋብ	Male	
ይዘሽዋል	Female	
ይዘንጋው	Male	
ይዘት	Other	
ይዞታ	Other	
ይዞት	Other	
ይደነቁ	Male	
ይደነቅ	Male	
ይድነቃቸው	Male	
ይገምቱ	Other	
ይገባሀል	Other	
ይገባዋል	Male	
ይገባሻል	Female	
ይገባሃል	Other	
ይገብሩ	Male	
ይገዙ	Male	
ይጋርዱ	Male	
ይግለጡ	Male	
ይግባኝ	Other	
ይግዛው	Male	
ይጥና	Male	
ይፋ	Other	
ይፋቴ	Other	
ይፋት	Other	
ይፍሩ	Male	
ይፍራው	Male	
ይፍራሸዋ	Male	
ይፍቱ	Both	
ይፍቱሥራ	Both	
ይፍጋ	Other	
ይፍጠር	Male	
ዮሀንስ	Male	ዮሐንስ
ዮሐንስ	Male	
ዮርዳኖስ	Both	
ዮሲያስ	Male	
ዮሴፍ	Male	
ዮና	Don't Know	
ዮናስ	Male	
ዮናታን	Male	
ዮናኒ	Don't Know	
ዮአኪም	Male	foreign name
ዮዲት	Female	
ዮፍታሄ	Male	
ደሀራይ	Unknown	
ደሀብ	Female	
ደህራይ	Other	
ደህኔ	Don't Know	
ደህንነት	Other	
ደለለች	Other	
ደለለኝ	Male	
ደለሉ	Other	
ደለሎ	Other	
ደላላ	Other	
ደላንታ	Other	
ደላጐ	Other	
ደልዳላ	Other	
ደመረ	Male	
ደመረው	Male	
ደመሩ	Male	
ደመራ	Other	
ደመራው	Male	
ደመቀ	Male	
ደመቀች	Female	
ደመቁ	Female	
ደመቄ	Female	
ደመቅሳ	Male	
ደመና	Male	
ደመኛ	Other	
ደመወዜ	Male	
ደመወዝ	Male	
ደማ	Other	
ደማሚት	Other	
ደማኛ	Other	
ደሜ	Other	
ደም	Other	
ደም መላሽ	Male	
ደም ግባት	Other	
ደምለው	Male	
ደምላው	Other	
ደምሌ	Male	
ደምል	Other	
ደምሰው	Male	
ደምሳሽ	Male	
ደምሳቸው	Male	
ደምሴ	Male	
ደምስ	Male	
ደምበል	Other	
ደምቢ ዶሎ	Place	
ደምቦባ	Other	
ደሞዜ	Male	
ደሞዝ	Male	
ደረሰ	Male	
ደረሳ	Male	
ደረስ	Other	
ደረስጊ	Male	
ደረሶ	Other	
ደረባ	Other	
ደረት	Other	
ደረጀ	Male	
ደረጃ	Other	
ደረጃዎች	Other	
ደራ	Other	
ደራሞ ደራም	Unknown	
ደራሞ-ድራም	Other	
ደራሲ	Other	
ደራሲያን	Other	
ደሬሳ	Male	
ደርሂም	Don't Know	
ደርሞ	Other	
ደርሰህ	Other	
ደርሶማ	Other	
ደርባባው	Male	
ደርባቸው	Male	
ደርቤ	Male	
ደርጉ	Other	
ደርግ	Other	
ደሮማይ	Other	
ደሱ	Male	
ደሳለኝ	Male	
ደሳሳ	Other	
ደሳአለኝ	Male	
ደሳዮ	Unknown	
ደሴ	Male	
ደሴት	Other	
ደሴቶች	Other	
ደስሜ	Don't Know	
ደስታ	Male	
ደቀ መሀረ	Place	
ደቀ መዝሙር	Other	
ደቂቃ	Other	
ደቂቅ	Other	
ደቃ	Other	
ደቃቅ	Other	
ደበላ	Male	
ደበሌ	Male	
ደበሎ	Other	
ደበሳይ	Male	
ደበሽ	Male	
ደበበ	Male	
ደበበች	Female	
ደበኔ	Male	
ደበን አንሳ	Unknown	
ደቡባዊ	Other	
ደቡብ	Other	
ደባ	Other	
ደባል	Other	
ደባልቄ	Male	
ደባርቅ	Male	
ደባርዋ	Other	
ደባሱ	Male	
ደባስ	Male	
ደባይ	Other	
ደብረ	Other	
ደብረወርቅ	Female	
ደብረጽዮን	Male	
ደብረ ሲና	Place	
ደብረ ዳሞ	Place	
ደብሩ	Male	
ደብሪቱ	Female	
ደብሬ	Female	
ደብር	Other	
ደብተራ	Other	
ደብተር	Other	
ደብዛ	Other	
ደብዳቤ	Other	
ደብዳቤዎች	Other	
ደቦ	Other	
ደቦጭ	Male	
ደቻሳ	Male	
ደኑር	Male	
ደነቀ	Male	
ደነቀው	Male	
ደነባ	Other	
ደነዝ	Other	
ደናግል	Other	
ደን	Other	
ደንቀራ	Other	
ደንቀዝ	Other	
ደንበሌ	Other	
ደንበኛ	Other	
ደንበኞቻችን	Other	
ደንበኞች	Other	
ደንባሪ	Other	
ደንብ	Other	
ደንቦባ	Other	
ደንቦች	Other	
ደንከል	Other	
ደንከልያ	Other	
ደንከሎች	Other	
ደንካልያ	Other	
ደንደሮ	Other	
ደንድር	Male	
ደንደስ	Other	
ደንገላሳ	Don't Know	
ደንገጡር	Other	
ደንጐሎ	Other	
ደከሮ	Other	
ደካማ	Other	
ደወል	Other	
ደዌ	Other	
ደዎ	Other	
ደያሱ	Other	
ደያስ	Male	
ደያሶ	Other	
ደይን	Other	
ደደሆ	Other	
ደደር	Other	
ደደብ	Other	
ደጀ ሰላም	Other	
ደጀኑ	Male	
ደጀኔ	Male	
ደጀን	Male	
ደጁ	Male	
ደጃዝማች	Other	
ደጃፍ	Other	
ደጅ	Other	
ደጅ ይትኑ	Unknown	
ደጅ ይጥኑ	Other	
ደገፉ	Male	
ደገፋ	Male	
ደጉ	Male	
ደጊቱ	Female	
ደጋ	Other	
ደጋን	Other	
ደጋጋ	Other	
ደጌ	Male	
ደግነህ	Male	
ደግነሽ	Female	
ደግለሃን	Don't Know	
ደግነት	Male	
ደግዳጋ	Other	
ደግፌ	Male	
ደፈረሱ	Male	
ደፈጣ	Other	
ደፈጫ	Other	
ደፋረሳ	Other	
ደፋር	Male	
ዱለት	Other	
ዱለቻ	Other	
ዱለኛ	Other	
ዱላ	Male	
ዱልዱም	Other	
ዱሎ	Other	
ዱሜሳ	Other	
ዱረቲ	Other	
ዱሪ	Male	
ዱራሜ	Other	
ዱር	Other	
ዱርዬ	Other	
ዱሮ	Other	
ዱሽ	Other	
ዱቄት	Other	
ዱበርቲ	Other	
ዱባ	Other	
ዱባለ	Male	
ዱቤ	Male	
ዱብ አለ	Male	
ዱብ እዳ	Other	
ዱኪ	Unknown	
ዱካ	Other	
ዱኬ	Other	
ዱዳ	Other	
ዱፍቲ	Other	
ዱግማ	Male	
ዲላ	Other	
ዲማ	Other	
ዲሞፍተር	Other	
ዲሬክሲዮን	Other	
ዲሪባ	Male	
ዲባባ	Male	
ዲሮ	Other	
ዲሳሳ	Male	
ዲቃላ	Other	
ዲበ	Male	
ዲብ	Other	
ዲታ	Male	
ዲንሳ	Male	
ዲንሾ	Other	
ዲያቆን	Other	
ዲያብሎስ	Other	
ዲዮስቆሮስ	Don't Know	
ዲዮቅልጥያኖስ	Don't Know	
ዲዲሞ	Don't Know	
ዲድስቅልያ	Don't Know	
ዳሌ	Other	
ዳልቻ	Male	
ዳልጋ	Other	
ዳመነ	Male	
ዳመኑ	Male	
ዳመና	Male	
ዳማ	Male	
ዳምጠው	Male	
ዳምጣቸው	Male	
ዳምጤ	Male	
ዳሞት	Other	
ዳሞትራ	Other	
ዳረጐት	Other	
ዳሪሙ	Other	
ዳሪቱ	Female	
ዳር	Other	
ዳርም የለሽ	Female	
ዳርቻ	Other	
ዳርጌ	Male	
ዳስ	Other	
ዳሸን	Place	
ዳሹ	Other	
ዳበሳ	Male	
ዳቢት	Other	
ዳባ	Male	
ዳባሽ	Other	
ዳባት	Other	
ዳቤ	Other	
ዳቦ	Other	
ዳተኛ	Other	
ዳንኤል	Male	ዳንዔል
ዳንኪራ	Other	
ዳንዬል	Male	
ዳንዴ	Other	
ዳንግላ	Other	
ዳንግሌ	Other	
ዳኘ	Male	
ዳኘው	Male	
ዳኛ	Male	
ዳኛቸው	Male	
ዳኛችው	Unknown	
ዳኜ	Male	
ዳካ	Other	
ዳክዬ	Other	
ዳዉድ	Male	
ዳዊት	Male	
ዳዋ	Other	
ዳውላ	Other	
ዳውንት	Other	
ዳውድ	Male	
ዳውዶ	Other	
ዳውጃ	Other	
ዳዲ	Male	
ዳገት	Other	
ዳጉሳ	Other	
ዳግመኛ	Other	
ዳግማዊ	Male	
ዳግማዊት	Female	
ዳግም	Male	
ዳግምዊ	Male	
ዳጨው	Other	
ዳፍንታም	Other	
ዳፍንት	Other	
ዴልቻ	Other	
ዴሬሳ	Male	
ዴጋሳ	Other	
ድሀነት	Unknown	
ድሁር	Other	
ድሃ	Other	
ድህረ ምረቃ	Other	
ድህረ ቃል	Other	
ድህራ ምረቃ	Unknown	
ድህነት	Other	
ድል	Other	
ድል ነሳሁ	Male	
ድል ነሳው	Male	
ድልህ	Other	
ድልባን	Other	
ድልብ	Other	
ድልዝ	Other	
ድልድል	Other	
ድልድይ	Other	
ድሎት	Other	
ድመት	Other	
ድማሙ	Male	
ድሜጥሮስ	Other	
ድም ግባት	Unknown	
ድምበል	Other	
ድምቡሼ	Other	
ድምቢጥ	Other	
ድምብላል	Other	
ድምኳን	Other	
ድምጸ	Other	
ድምጻዊ	Other	
ድምጻውያን	Other	
ድምጼ	Other	
ድምጽ	Other	
ድምፅ	Other	
ድረሴ	Other	
ድረስ	Male	
ድሪ	Other	
ድሪባ	Male	
ድራር	Other	
ድሬ ዳዋ	Place	
ድርሞ	Unknown	
ድርሻ	Other	
ድርሻዬ	Male	
ድርቆሽ	Other	
ድርብ	Other	
ድርብርብ	Other	
ድርቧ	Other	
ድርጃ	Other	
ድርጅት	Other	
ድርጐ	Other	
ድርጭት	Other	
ድስት	Other	
ድቀት	Other	
ድቁስ	Other	
ድቁና	Other	
ድበላ	Other	
ድቡልቡል	Other	
ድቢ	Other	
ድባብ	Both	
ድባቤ	Both	
ድቤ	Other	
ድብ	Other	
ድብ እዳ	Unknown	
ድብልቅ	Other	
ድብልቅልቅ	Other	
ድብሪቱ	Female	
ድብሬ	Other	
ድብቁ	Other	
ድብኝት	Other	
ድብደባ	Other	
ድብዳብ	Other	
ድንቀራ	Other	
ድንቁ	Male	
ድንቁት	Other	
ድንቄ	Both	
ድንቅ	Other	
ድንቂቱ	Female	
ድንቅ ነሽ	Female	
ድንቅነሽ	Female	
ድንቋ	Female	
ድንበሩ	Male	
ድንበር	Male	
ድንቡሎ	Other	
